macc_mode,cap_scenario,msr_level,year,kau_krw,static_krw,eua_krw,gap_krw,bank_Mt,intake_Mt,release_Mt,abate_Mt,auction_rev_trillion,cbam_cost_trillion
exponential,middle,L2,2030,13270,16429,178500,165230,0.0,0.0,0.0,74.5,1.554,2.525
exponential,middle,L2,2031,12150,11847,202500,190350,2.4,0.0,20.0,69.2,1.466,2.909
exponential,middle,L2,2032,12837,12401,226500,213663,5.7,0.0,20.0,77.8,1.588,3.265
exponential,middle,L2,2033,13563,12860,250500,236937,10.9,0.0,20.0,86.3,1.718,3.621
exponential,middle,L2,2034,14330,13351,274500,260170,17.6,0.0,20.0,94.8,1.852,3.976
exponential,middle,L2,2035,15140,17087,298500,283360,6.0,0.0,0.03,103.3,1.989,4.33
exponential,middle,L2,2036,15996,14802,322500,306504,13.5,0.0,16.59,111.9,2.136,4.684
exponential,middle,L2,2037,16901,18130,346500,329599,6.7,0.0,0.03,120.4,2.236,5.037
exponential,middle,L2,2038,17856,18709,370500,352644,2.3,0.0,0.0,128.9,2.338,5.389
exponential,middle,L2,2039,18866,19318,394500,375634,0.0,0.0,0.0,137.4,2.441,5.741
exponential,middle,L2,2040,19759,19759,418500,398741,0.0,0.0,0.0,145.1,2.53,6.094
exponential,middle,L3,2026,10887,12077,123000,112113,60.1,9.6,0.0,42.5,0.546,1.713
exponential,middle,L3,2027,11503,13087,132000,120497,47.7,7.22,0.0,51.0,0.798,1.842
exponential,middle,L3,2028,12153,14112,142500,130347,33.3,4.25,0.0,59.5,1.056,1.992
exponential,middle,L3,2029,12840,15010,159000,146160,18.4,0.8,0.0,68.1,1.32,2.234
exponential,middle,L3,2030,13566,16429,178500,164934,0.0,0.0,0.0,76.6,1.589,2.521
exponential,middle,L3,2031,12008,11847,202500,190492,1.3,0.0,20.0,68.1,1.449,2.911
exponential,middle,L3,2032,12687,12401,226500,213813,3.5,0.0,20.0,76.6,1.57,3.268
exponential,middle,L3,2033,13404,12860,250500,237096,7.5,0.0,20.0,85.2,1.698,3.623
exponential,middle,L3,2034,14162,13351,274500,260338,13.1,0.0,20.0,93.7,1.83,3.979
exponential,middle,L3,2035,14963,13876,298500,283537,20.3,0.0,20.0,102.2,1.966,4.333
exponential,middle,L3,2036,15809,17594,322500,306691,10.1,0.0,0.02,110.7,2.11,4.687
exponential,middle,L3,2037,16702,16839,346500,329798,9.3,0.0,7.11,119.3,2.21,5.04
exponential,middle,L3,2038,17647,18706,370500,352853,3.7,0.0,0.01,127.8,2.31,5.393
exponential,middle,L3,2039,18645,19318,394500,375855,0.3,0.0,0.0,136.3,2.412,5.744
exponential,middle,L3,2040,19699,19759,418500,398801,0.0,0.0,0.0,144.8,2.522,6.095
exponential,middle,L3C,2026,10887,12077,123000,112113,60.1,9.6,0.0,42.5,0.546,1.713
exponential,middle,L3C,2027,11503,13087,132000,120497,47.7,7.22,0.0,51.0,0.798,1.842
exponential,middle,L3C,2028,12153,14112,142500,130347,33.3,4.25,0.0,59.5,1.056,1.992
exponential,middle,L3C,2029,12840,15010,159000,146160,18.4,0.8,0.0,68.1,1.32,2.234
exponential,middle,L3C,2030,13566,16429,178500,164934,0.0,0.0,0.0,76.6,1.589,2.521
exponential,middle,L3C,2031,12312,11847,202500,190188,3.7,0.0,20.0,70.5,1.485,2.907
exponential,middle,L3C,2032,13008,12401,226500,213492,8.3,0.0,20.0,79.0,1.609,3.263
exponential,middle,L3C,2033,13743,12860,250500,236757,14.6,0.0,20.0,87.6,1.741,3.618
exponential,middle,L3C,2034,14520,13351,274500,259980,22.7,0.0,20.0,96.1,1.877,3.973
exponential,middle,L3C,2035,15341,17091,298500,283159,12.3,0.0,0.0,104.6,2.016,4.327
exponential,middle,L3C,2036,16209,16656,322500,306291,9.7,0.0,5.27,113.1,2.164,4.681
exponential,middle,L3C,2037,17125,18136,346500,329375,4.2,0.0,0.0,121.7,2.266,5.034
exponential,middle,L3C,2038,18093,18709,370500,352407,1.0,0.0,0.0,130.2,2.369,5.386
exponential,middle,L3C,2039,19116,19318,394500,375384,0.0,0.0,0.0,138.7,2.473,5.737
exponential,middle,L3C,2040,19759,19759,418500,398741,0.0,0.0,0.0,145.1,2.53,6.094
exponential,middle,L4,2026,10988,12229,123000,112012,59.7,10.8,0.0,43.4,0.552,1.712
exponential,middle,L4,2027,11609,13241,132000,120391,47.1,8.34,0.0,51.9,0.806,1.84
exponential,middle,L4,2028,12265,14270,142500,130235,32.6,5.31,0.0,60.4,1.065,1.99
exponential,middle,L4,2029,12959,15171,159000,146041,17.5,1.83,0.0,68.9,1.332,2.232
exponential,middle,L4,2030,13692,16430,178500,164808,0.0,0.0,0.0,77.5,1.604,2.519
exponential,middle,L4,2031,12126,11847,202500,190374,2.2,0.0,20.0,69.1,1.463,2.909
exponential,middle,L4,2032,12811,12401,226500,213689,5.4,0.0,20.0,77.6,1.585,3.266
exponential,middle,L4,2033,13536,12860,250500,236964,10.3,0.0,20.0,86.1,1.715,3.621
exponential,middle,L4,2034,14301,13351,274500,260199,16.9,0.0,20.0,94.6,1.848,3.977
exponential,middle,L4,2035,15109,17080,298500,283391,5.1,0.0,0.07,103.1,1.985,4.331
exponential,middle,L4,2036,15964,14545,322500,306536,14.0,0.0,18.27,111.7,2.131,4.685
exponential,middle,L4,2037,16866,18122,346500,329634,7.1,0.0,0.07,120.2,2.232,5.038
exponential,middle,L4,2038,17820,18709,370500,352680,2.5,0.0,0.0,128.7,2.333,5.39
exponential,middle,L4,2039,18827,19318,394500,375673,0.0,0.0,0.0,137.2,2.436,5.741
exponential,middle,L4,2040,19759,19759,418500,398741,0.0,0.0,0.0,145.1,2.53,6.094
exponential,middle,L_EU,2026,10713,13019,123000,112287,51.4,16.8,0.0,41.0,0.538,1.716
exponential,middle,L_EU,2027,11318,12573,132000,120682,41.3,3.38,0.0,49.5,0.785,1.844
exponential,middle,L_EU,2028,11958,13501,142500,130542,29.6,0.0,0.0,58.0,1.039,1.995
exponential,middle,L_EU,2029,12634,14885,159000,146366,13.9,0.0,0.0,66.5,1.299,2.237
exponential,middle,L_EU,2030,13349,15433,178500,165151,0.0,0.0,6.0,75.0,1.563,2.524
exponential,middle,L_EU,2031,13708,13708,202500,188792,0.0,0.0,6.0,80.8,1.654,2.885
exponential,middle,L_EU,2032,14451,14349,226500,212049,0.7,0.0,6.0,89.1,1.788,3.241
exponential,middle,L_EU,2033,15268,15037,250500,235232,2.1,0.0,5.0,97.6,1.934,3.595
exponential,middle,L_EU,2034,16131,16446,274500,258369,0.3,0.0,0.0,106.2,2.085,3.949
exponential,middle,L_EU,2035,17043,17092,298500,281457,0.0,0.0,0.0,114.7,2.239,4.301
exponential,middle,L_EU,2036,17597,17597,322500,304903,0.0,0.0,0.0,121.0,2.349,4.66
exponential,middle,L_EU,2037,18136,18136,346500,328364,0.0,0.0,0.0,127.2,2.399,5.018
exponential,middle,L_EU,2038,18709,18709,370500,351791,0.0,0.0,0.0,133.4,2.45,5.376
exponential,middle,L_EU,2039,19318,19318,394500,375182,0.0,0.0,0.0,139.7,2.499,5.734
exponential,middle,L_EU,2040,19759,19759,418500,398741,0.0,0.0,0.0,145.1,2.53,6.094
exponential,middle,L_C,2026,10601,10927,123000,112399,67.3,0.0,0.0,40.1,0.532,1.718
exponential,middle,L_C,2027,11201,12138,132000,120799,59.5,0.0,0.0,48.5,0.777,1.846
exponential,middle,L_C,2028,11834,13501,142500,130666,46.9,0.0,0.0,57.0,1.028,1.997
exponential,middle,L_C,2029,12503,14885,159000,146497,30.2,0.0,0.0,65.5,1.286,2.239
exponential,middle,L_C,2030,13210,16429,178500,165290,9.3,0.0,0.0,74.0,1.547,2.526
exponential,middle,L_C,2031,13957,14593,202500,188543,5.0,0.0,0.0,82.5,1.684,2.881
exponential,middle,L_C,2032,14746,15275,226500,211754,1.6,0.0,0.0,91.1,1.824,3.236
exponential,middle,L_C,2033,15580,15841,250500,234920,0.0,0.0,0.0,99.6,1.974,3.59
exponential,middle,L_C,2034,16446,16446,274500,258054,0.0,0.0,0.0,108.0,2.126,3.944
exponential,middle,L_C,2035,17092,17092,298500,281408,0.0,0.0,0.0,115.0,2.246,4.301
exponential,middle,L_C,2036,17597,17597,322500,304903,0.0,0.0,0.0,121.0,2.349,4.66
exponential,middle,L_C,2037,18136,18136,346500,328364,0.0,0.0,0.0,127.2,2.399,5.018
exponential,middle,L_C,2038,18709,18709,370500,351791,0.0,0.0,0.0,133.4,2.45,5.376
exponential,middle,L_C,2039,19318,19318,394500,375182,0.0,0.0,0.0,139.7,2.499,5.734
exponential,middle,L_C,2040,19759,19759,418500,398741,0.0,0.0,0.0,145.1,2.53,6.094
exponential,middle,L_QB,2026,13488,10927,123000,109512,90.2,0.0,0.0,63.0,0.677,1.674
exponential,middle,L_QB,2027,14251,12138,132000,117749,105.6,0.0,0.0,71.6,0.989,1.8
exponential,middle,L_QB,2028,15056,13501,142500,127444,116.0,0.0,0.0,80.1,1.308,1.948
exponential,middle,L_QB,2029,15908,14885,159000,143092,122.4,0.0,0.0,88.6,1.636,2.187
exponential,middle,L_QB,2030,16807,16429,178500,161693,124.6,0.0,0.0,97.1,1.968,2.471
exponential,middle,L_QB,2031,17757,14593,202500,184743,143.4,0.0,0.0,105.6,2.142,2.823
exponential,middle,L_QB,2032,18761,15275,226500,207739,163.1,0.0,0.0,114.2,2.321,3.175
exponential,middle,L_QB,2033,19822,15841,250500,230678,184.6,0.0,0.0,122.7,2.511,3.525
exponential,middle,L_QB,2034,20943,16446,274500,253557,207.8,0.0,0.0,131.2,2.707,3.875
exponential,middle,L_QB,2035,22127,33903,298500,276373,166.9,65.69,0.0,139.7,2.907,4.224
exponential,middle,L_QB,2036,23378,35291,322500,299122,127.4,66.75,0.0,148.3,3.121,4.571
exponential,middle,L_QB,2037,24700,36145,346500,321800,90.9,66.15,0.0,156.8,3.268,4.918
exponential,middle,L_QB,2038,26096,37020,370500,344404,57.3,65.46,0.0,165.3,3.417,5.263
exponential,middle,L_QB,2039,27572,39900,394500,366928,26.8,64.68,0.0,173.8,3.567,5.608
exponential,middle,L_QB,2040,29131,50053,418500,389369,0.0,64.01,0.0,182.4,3.729,5.951
exponential,ideal,L0,2026,15381,8860,123000,107619,121.3,0.0,0.0,75.6,0.195,1.645
exponential,ideal,L0,2027,16250,11065,132000,115750,158.1,0.0,0.0,85.3,0.388,1.769
exponential,ideal,L0,2028,17169,13463,142500,125331,181.5,0.0,0.0,94.9,0.769,1.915
exponential,ideal,L0,2029,18140,16574,159000,140860,190.1,0.0,0.0,104.5,1.706,2.153
exponential,ideal,L0,2030,19165,20215,178500,159335,185.0,0.0,0.0,114.2,3.616,2.435
exponential,ideal,L0,2031,20249,22240,202500,182251,176.0,0.0,0.0,123.8,4.57,2.785
exponential,ideal,L0,2032,21394,24242,226500,205106,164.0,0.0,0.0,133.5,5.535,3.135
exponential,ideal,L0,2033,22604,26454,250500,227896,148.9,0.0,0.0,143.1,6.493,3.483
exponential,ideal,L0,2034,23882,28899,274500,250618,130.7,0.0,0.0,152.7,7.547,3.83
exponential,ideal,L0,2035,25232,31275,298500,273268,110.1,0.0,0.0,162.4,7.544,4.176
exponential,ideal,L0,2036,26658,33182,322500,295842,89.1,0.0,0.0,172.0,7.571,4.521
exponential,ideal,L0,2037,28166,38172,346500,318334,68.6,0.0,0.0,181.7,7.605,4.865
exponential,ideal,L0,2038,29758,362487,370500,340742,49.5,0.0,0.0,191.3,7.648,5.207
exponential,ideal,L0,2039,31441,391317,394500,363059,26.5,0.0,0.0,195.7,7.672,5.548
exponential,ideal,L0,2040,33219,416843,418500,385281,0.0,0.0,0.0,199.6,7.707,5.888
exponential,ideal,L1,2026,17466,11300,123000,105534,111.8,2.4,0.0,87.8,0.221,1.613
exponential,ideal,L1,2027,18454,14447,132000,113546,135.3,7.41,0.0,97.5,0.44,1.735
exponential,ideal,L1,2028,19497,17895,142500,123003,143.5,10.23,0.0,107.1,0.873,1.88
exponential,ideal,L1,2029,20599,21993,159000,138401,137.2,11.22,0.0,116.7,1.937,2.115
exponential,ideal,L1,2030,21764,26310,178500,156736,119.0,10.46,0.0,126.4,4.106,2.395
exponential,ideal,L1,2031,22995,24245,202500,179505,113.9,8.28,0.0,136.0,5.19,2.743
exponential,ideal,L1,2032,24295,26261,226500,202205,106.5,7.67,0.0,145.7,6.286,3.09
exponential,ideal,L1,2033,25669,28390,250500,224831,96.8,6.77,0.0,155.3,7.373,3.436
exponential,ideal,L1,2034,27120,30641,274500,247380,85.1,5.61,0.0,164.9,8.57,3.781
exponential,ideal,L1,2035,28653,32678,298500,269847,72.5,4.21,0.0,174.6,8.567,4.124
exponential,ideal,L1,2036,30273,34234,322500,292227,61.0,2.7,0.0,184.2,8.598,4.466
exponential,ideal,L1,2037,31985,39258,346500,314515,51.4,1.32,0.0,193.9,8.636,4.807
exponential,ideal,L1,2038,33793,362801,370500,336707,38.6,0.16,0.0,197.8,8.685,5.146
exponential,ideal,L1,2039,35704,391317,394500,358796,21.6,0.0,0.0,201.7,8.712,5.483
exponential,ideal,L1,2040,37723,416843,418500,380777,0.0,0.0,0.0,204.6,8.752,5.819
exponential,ideal,L2,2026,18217,11659,123000,104783,112.8,5.4,0.0,91.9,0.231,1.601
exponential,ideal,L2,2027,19247,15330,132000,112753,134.6,13.11,0.0,101.5,0.459,1.723
exponential,ideal,L2,2028,20335,19211,142500,122165,140.1,17.03,0.0,111.1,0.911,1.867
exponential,ideal,L2,2029,21485,23609,159000,137515,131.0,18.02,0.0,120.8,2.021,2.102
exponential,ideal,L2,2030,22699,27986,178500,155801,111.0,16.39,0.0,130.4,4.283,2.381
exponential,ideal,L2,2031,23983,25407,202500,178517,105.4,12.77,0.0,140.1,5.413,2.728
exponential,ideal,L2,2032,25339,27408,226500,201161,97.9,11.77,0.0,149.7,6.556,3.074
exponential,ideal,L2,2033,26771,29489,250500,223729,88.6,10.42,0.0,159.3,7.69,3.419
exponential,ideal,L2,2034,28285,31658,274500,246215,77.8,8.75,0.0,169.0,8.938,3.763
exponential,ideal,L2,2035,29884,33574,298500,268616,66.6,6.8,0.0,178.6,8.935,4.105
exponential,ideal,L2,2036,31574,35799,322500,290926,57.1,4.79,0.0,188.3,8.967,4.446
exponential,ideal,L2,2037,33359,40757,346500,313141,47.7,3.07,0.0,195.8,9.007,4.786
exponential,ideal,L2,2038,35245,364296,370500,335255,35.7,1.38,0.0,199.7,9.058,5.124
exponential,ideal,L2,2039,37238,391317,394500,357262,20.6,0.0,0.0,203.7,9.086,5.46
exponential,ideal,L2,2040,39344,416843,418500,379156,0.0,0.0,0.0,205.5,9.128,5.794
exponential,ideal,L3,2026,19216,12180,123000,103784,113.7,9.6,0.0,97.0,0.244,1.586
exponential,ideal,L3,2027,20303,16489,132000,111697,133.7,20.1,0.0,106.6,0.484,1.707
exponential,ideal,L3,2028,21451,20849,142500,121049,136.4,24.88,0.0,116.3,0.961,1.85
exponential,ideal,L3,2029,22664,25535,159000,136336,125.0,25.54,0.0,125.9,2.132,2.084
exponential,ideal,L3,2030,23945,29919,178500,154555,103.6,22.79,0.0,135.5,4.518,2.362
exponential,ideal,L3,2031,25299,26738,202500,177201,98.3,17.67,0.0,145.2,5.71,2.708
exponential,ideal,L3,2032,26729,28761,226500,199771,91.3,16.39,0.0,154.8,6.915,3.053
exponential,ideal,L3,2033,28241,30838,250500,222259,82.8,14.71,0.0,164.5,8.112,3.397
exponential,ideal,L3,2034,29837,32984,274500,244663,73.2,12.68,0.0,174.1,9.429,3.739
exponential,ideal,L3,2035,31524,34847,298500,266976,63.6,10.37,0.0,183.7,9.426,4.08
exponential,ideal,L3,2036,33307,38385,322500,289193,55.9,8.07,0.0,193.4,9.459,4.42
exponential,ideal,L3,2037,35190,46728,346500,311310,45.9,6.22,0.0,198.3,9.501,4.758
exponential,ideal,L3,2038,37180,365802,370500,333320,33.9,3.81,0.0,202.2,9.555,5.094
exponential,ideal,L3,2039,39282,391552,394500,355218,19.4,0.94,0.0,205.1,9.585,5.429
exponential,ideal,L3,2040,41503,416843,418500,376997,0.0,0.0,0.0,206.7,9.629,5.761
exponential,ideal,L3C,2026,19216,12180,123000,103784,113.7,9.6,0.0,97.0,0.244,1.586
exponential,ideal,L3C,2027,20303,16489,132000,111697,133.7,20.1,0.0,106.6,0.484,1.707
exponential,ideal,L3C,2028,21451,20849,142500,121049,136.4,24.88,0.0,116.3,0.961,1.85
exponential,ideal,L3C,2029,22664,25535,159000,136336,125.0,25.54,0.0,125.9,2.132,2.084
exponential,ideal,L3C,2030,23945,29919,178500,154555,103.6,22.79,0.0,135.5,4.518,2.362
exponential,ideal,L3C,2031,25299,26738,202500,177201,98.3,17.67,0.0,145.2,5.71,2.708
exponential,ideal,L3C,2032,26729,28761,226500,199771,91.3,16.39,0.0,154.8,6.915,3.053
exponential,ideal,L3C,2033,28241,30838,250500,222259,82.8,14.71,0.0,164.5,8.112,3.397
exponential,ideal,L3C,2034,29837,32984,274500,244663,73.2,12.68,0.0,174.1,9.429,3.739
exponential,ideal,L3C,2035,31524,34847,298500,266976,63.6,10.37,0.0,183.7,9.426,4.08
exponential,ideal,L3C,2036,33307,38385,322500,289193,55.9,8.07,0.0,193.4,9.459,4.42
exponential,ideal,L3C,2037,35190,46728,346500,311310,45.9,6.22,0.0,198.3,9.501,4.758
exponential,ideal,L3C,2038,37180,365802,370500,333320,33.9,3.81,0.0,202.2,9.555,5.094
exponential,ideal,L3C,2039,39282,391552,394500,355218,19.4,0.94,0.0,205.1,9.585,5.429
exponential,ideal,L3C,2040,41503,416843,418500,376997,0.0,0.0,0.0,206.7,9.629,5.761
exponential,ideal,L4,2026,19568,12334,123000,103432,114.3,10.8,0.0,98.7,0.248,1.581
exponential,ideal,L4,2027,20675,16719,132000,111325,134.6,21.42,0.0,108.4,0.493,1.701
exponential,ideal,L4,2028,21843,21162,142500,120657,137.7,26.31,0.0,118.0,0.979,1.844
exponential,ideal,L4,2029,23078,25938,159000,135922,126.5,27.04,0.0,127.6,2.171,2.077
exponential,ideal,L4,2030,24383,30410,178500,154117,105.3,24.35,0.0,137.3,4.6,2.355
exponential,ideal,L4,2031,25762,27188,202500,176738,100.1,19.27,0.0,146.9,5.814,2.701
exponential,ideal,L4,2032,27219,29255,226500,199281,93.2,18.03,0.0,156.6,7.042,3.046
exponential,ideal,L4,2033,28758,31377,250500,221742,84.8,16.37,0.0,166.2,8.26,3.389
exponential,ideal,L4,2034,30384,33567,274500,244116,75.3,14.36,0.0,175.8,9.601,3.731
exponential,ideal,L4,2035,32101,35468,298500,266399,65.7,12.07,0.0,185.5,9.598,4.071
exponential,ideal,L4,2036,33916,39806,322500,288584,58.0,9.77,0.0,195.1,9.632,4.41
exponential,ideal,L4,2037,35834,337747,346500,310666,47.1,7.93,0.0,199.2,9.675,4.748
exponential,ideal,L4,2038,37860,366409,370500,332640,34.5,5.32,0.0,203.1,9.73,5.084
exponential,ideal,L4,2039,40001,391861,394500,354499,19.1,2.29,0.0,205.5,9.76,5.418
exponential,ideal,L4,2040,42263,416843,418500,376237,0.0,0.0,0.0,207.0,9.805,5.75
exponential,ideal,L_EU,2026,18630,13130,123000,104370,103.6,16.8,0.0,94.0,0.236,1.595
exponential,ideal,L_EU,2027,19684,17329,132000,112316,115.8,24.86,0.0,103.6,0.469,1.716
exponential,ideal,L_EU,2028,20796,21491,142500,121704,112.6,27.79,0.0,113.3,0.932,1.86
exponential,ideal,L_EU,2029,21972,25937,159000,137028,96.7,27.04,0.0,122.9,2.066,2.094
exponential,ideal,L_EU,2030,23215,30052,178500,155285,72.0,23.22,0.0,132.6,4.38,2.373
exponential,ideal,L_EU,2031,24527,26629,202500,177973,64.1,17.28,0.0,142.2,5.536,2.72
exponential,ideal,L_EU,2032,25914,28459,226500,200586,55.1,15.38,0.0,151.8,6.704,3.065
exponential,ideal,L_EU,2033,27379,28488,250500,223121,51.3,7.1,0.0,161.5,7.864,3.41
exponential,ideal,L_EU,2034,28927,29892,274500,245573,48.1,3.24,0.0,171.1,9.141,3.753
exponential,ideal,L_EU,2035,30563,31301,298500,267937,45.8,0.08,0.0,180.8,9.138,4.095
exponential,ideal,L_EU,2036,32291,33182,322500,290209,43.2,0.0,0.0,190.4,9.171,4.435
exponential,ideal,L_EU,2037,34117,38172,346500,312383,38.0,0.0,0.0,196.9,9.211,4.774
exponential,ideal,L_EU,2038,36046,362487,370500,334454,28.4,0.0,0.0,200.8,9.264,5.111
exponential,ideal,L_EU,2039,38084,391317,394500,356416,14.1,0.0,0.0,204.4,9.292,5.447
exponential,ideal,L_EU,2040,40237,415663,418500,378263,0.0,0.0,6.0,206.0,9.335,5.781
exponential,ideal,L_C,2026,16424,11020,123000,106576,108.3,0.0,0.0,81.9,0.208,1.629
exponential,ideal,L_C,2027,17352,13373,132000,114648,133.3,0.0,0.0,91.6,0.414,1.752
exponential,ideal,L_C,2028,18334,16085,142500,124166,145.8,0.0,0.0,101.2,0.821,1.898
exponential,ideal,L_C,2029,19370,19566,159000,139630,144.8,0.0,0.0,110.8,1.822,2.134
exponential,ideal,L_C,2030,20465,23591,178500,158035,131.2,0.0,0.0,120.5,3.861,2.415
exponential,ideal,L_C,2031,21623,22240,202500,180877,128.5,0.0,0.0,130.1,4.88,2.764
exponential,ideal,L_C,2032,22845,24242,226500,203655,122.8,0.0,0.0,139.8,5.91,3.112
exponential,ideal,L_C,2033,24137,26454,250500,226363,114.0,0.0,0.0,149.4,6.933,3.459
exponential,ideal,L_C,2034,25501,28899,274500,248999,102.0,0.0,0.0,159.0,8.058,3.805
exponential,ideal,L_C,2035,26943,31275,298500,271557,87.7,0.0,0.0,168.7,8.056,4.15
exponential,ideal,L_C,2036,28467,33182,322500,294033,73.0,0.0,0.0,178.3,8.085,4.494
exponential,ideal,L_C,2037,30076,38172,346500,316424,58.8,0.0,0.0,188.0,8.121,4.836
exponential,ideal,L_C,2038,31777,362487,370500,338723,43.3,0.0,0.0,194.9,8.167,5.177
exponential,ideal,L_C,2039,33573,391317,394500,360927,23.4,0.0,0.0,198.8,8.192,5.516
exponential,ideal,L_C,2040,35472,416843,418500,383028,0.0,0.0,0.0,202.7,8.229,5.854
exponential,ideal,L_QB,2026,38725,11020,123000,84275,190.5,0.0,0.0,164.2,0.491,1.288
exponential,ideal,L_QB,2027,40915,13373,132000,91085,297.8,0.0,0.0,173.8,0.976,1.392
exponential,ideal,L_QB,2028,43228,16085,142500,99272,392.6,0.0,0.0,183.5,1.937,1.517
exponential,ideal,L_QB,2029,45672,19566,159000,113328,473.9,0.0,0.0,193.1,4.295,1.732
exponential,ideal,L_QB,2030,48255,23591,178500,130245,542.5,0.0,0.0,202.7,9.104,1.99
exponential,ideal,L_QB,2031,50983,22240,202500,151517,617.0,0.0,0.0,207.3,11.507,2.316
exponential,ideal,L_QB,2032,53865,24242,226500,172635,680.4,0.0,0.0,208.8,13.936,2.638
exponential,ideal,L_QB,2033,56911,26454,250500,193589,731.6,0.0,0.0,209.4,16.347,2.959
exponential,ideal,L_QB,2034,60129,28899,274500,214371,769.9,0.0,0.0,209.4,19.001,3.276
exponential,ideal,L_QB,2035,63529,50000000,298500,234971,646.9,149.5,0.0,209.4,18.995,3.591
exponential,ideal,L_QB,2036,67120,50000000,322500,255380,521.3,142.0,0.0,209.4,19.062,3.903
exponential,ideal,L_QB,2037,70916,50000000,346500,275584,393.5,135.0,0.0,209.4,19.147,4.212
exponential,ideal,L_QB,2038,74925,50000000,370500,295575,264.0,128.5,0.0,209.4,19.256,4.517
exponential,ideal,L_QB,2039,79161,50000000,394500,315339,132.7,122.0,0.0,209.4,19.315,4.819
exponential,ideal,L_QB,2040,83637,50000000,418500,334863,0.0,116.0,0.0,209.4,19.404,5.118
